5,1,602.36,239.12,43.6,84.11,1,-1,-1,-1
5,3,281.47,211.68,30.21,88.18,1,-1,-1,-1
5,2,492.69,159.38,29.19,78.63,1,-1,-1,-1
6,1,595.0,239.77,43.72,84.01,1,-1,-1,-1
6,2,489.06,160.83,28.98,78.2,1,-1,-1,-1
6,3,285.1,207.97,31.59,90.78,1,-1,-1,-1
7,1,588.68,238.59,43.75,85.38,1,-1,-1,-1
7,3,290.5,209.5,31.68,88.93,1,-1,-1,-1
7,2,487.79,161.99,28.46,76.65,1,-1,-1,-1
8,3,296.88,210.87,31.32,86.15,1,-1,-1,-1
8,2,486.47,161.64,28.9,77.49,1,-1,-1,-1
8,1,579.42,237.47,42.72,85.86,1,-1,-1,-1
9,3,301.71,210.04,31.13,85.86,1,-1,-1,-1
9,1,569.96,237.07,42.97,88.07,1,-1,-1,-1
9,2,481.15,162.16,28.71,77.12,1,-1,-1,-1
10,1,560.37,237.6,43.2,87.54,1,-1,-1,-1
10,3,307.41,208.41,30.87,85.77,1,-1,-1,-1
10,2,476.82,162.31,29.5,78.34,1,-1,-1,-1
11,1,548.71,237.81,42.09,87.31,1,-1,-1,-1
11,3,319.03,205.81,31.56,85.77,1,-1,-1,-1
11,2,470.51,165.02,30.75,79.47,1,-1,-1,-1
12,1,539.91,236.56,41.26,88.54,1,-1,-1,-1
12,2,466.48,166.0,30.79,78.56,1,-1,-1,-1
12,3,323.85,204.22,32.31,85.79,1,-1,-1,-1
13,1,529.63,236.1,40.37,87.01,1,-1,-1,-1
13,2,462.05,167.0,30.9,79.54,1,-1,-1,-1
13,3,326.96,203.01,32.78,85.81,1,-1,-1,-1
14,2,455.01,168.66,30.69,79.9,1,-1,-1,-1
14,1,517.08,235.94,41.5,88.4,1,-1,-1,-1
14,3,332.99,198.6,34.09,89.17,1,-1,-1,-1
15,1,505.78,235.23,39.28,86.27,1,-1,-1,-1
15,3,337.25,197.66,34.15,89.11,1,-1,-1,-1
15,4,731.36,288.69,24.37,118.33,1,-1,-1,-1
15,2,449.64,171.23,30.37,78.04,1,-1,-1,-1
16,3,342.37,197.37,34.61,89.74,1,-1,-1,-1
16,4,728.84,286.43,24.87,115.05,1,-1,-1,-1
16,1,495.93,234.3,39.11,88.11,1,-1,-1,-1
16,2,445.08,170.15,30.98,78.67,1,-1,-1,-1
17,3,346.53,196.0,33.85,87.33,1,-1,-1,-1
17,4,725.63,282.35,25.8,113.6,1,-1,-1,-1
17,2,442.41,171.7,30.12,76.91,1,-1,-1,-1
17,1,485.52,234.63,39.31,87.47,1,-1,-1,-1
18,1,476.38,235.43,38.69,85.22,1,-1,-1,-1
18,2,434.01,170.24,30.92,79.59,1,-1,-1,-1
18,3,355.21,195.54,32.84,83.74,1,-1,-1,-1
18,4,714.72,276.92,27.39,114.35,1,-1,-1,-1
19,3,362.02,192.06,34.26,84.42,1,-1,-1,-1
19,2,435.25,171.65,22.77,56.97,1,-1,-1,-1
19,1,464.66,233.75,38.53,86.37,1,-1,-1,-1
19,4,707.1,274.4,28.74,114.57,1,-1,-1,-1
20,2,431.44,172.47,21.81,54.57,1,-1,-1,-1
20,1,455.87,230.49,38.08,87.46,1,-1,-1,-1
20,4,702.53,274.3,28.34,109.22,1,-1,-1,-1
20,3,364.77,191.51,34.55,84.02,1,-1,-1,-1
21,1,445.09,231.25,37.77,85.89,1,-1,-1,-1
21,3,367.64,190.69,34.48,83.22,1,-1,-1,-1
21,4,693.09,271.07,28.45,107.12,1,-1,-1,-1
22,4,686.58,270.02,28.95,107.03,1,-1,-1,-1
