5,1,602.36,239.12,43.60,84.11,1,-1,-1,-1
5,2,492.69,159.38,29.19,78.63,1,-1,-1,-1
5,3,281.47,211.68,30.21,88.18,1,-1,-1,-1
6,1,595.00,239.77,43.72,84.01,1,-1,-1,-1
6,2,489.06,160.83,28.98,78.20,1,-1,-1,-1
6,3,285.10,207.97,31.59,90.78,1,-1,-1,-1
7,1,588.68,238.59,43.75,85.38,1,-1,-1,-1
7,2,487.79,161.99,28.46,76.65,1,-1,-1,-1
7,3,290.50,209.50,31.68,88.93,1,-1,-1,-1
8,1,579.42,237.47,42.72,85.86,1,-1,-1,-1
8,2,486.47,161.64,28.90,77.49,1,-1,-1,-1
8,3,296.88,210.87,31.32,86.15,1,-1,-1,-1
9,1,569.96,237.07,42.97,88.07,1,-1,-1,-1
9,2,481.15,162.16,28.71,77.12,1,-1,-1,-1
9,3,301.71,210.04,31.13,85.86,1,-1,-1,-1
10,1,560.37,237.60,43.20,87.54,1,-1,-1,-1
10,2,476.82,162.31,29.50,78.34,1,-1,-1,-1
10,3,307.41,208.41,30.87,85.77,1,-1,-1,-1
11,1,548.71,237.81,42.09,87.31,1,-1,-1,-1
11,2,470.51,165.02,30.75,79.47,1,-1,-1,-1
11,3,319.03,205.81,31.56,85.77,1,-1,-1,-1
12,1,539.91,236.56,41.26,88.54,1,-1,-1,-1
12,2,466.48,166.00,30.79,78.56,1,-1,-1,-1
12,3,323.85,204.22,32.31,85.79,1,-1,-1,-1
13,1,529.63,236.10,40.37,87.01,1,-1,-1,-1
13,2,462.05,167.00,30.90,79.54,1,-1,-1,-1
13,3,326.96,203.01,32.78,85.81,1,-1,-1,-1
14,1,517.08,235.94,41.50,88.40,1,-1,-1,-1
14,2,455.01,168.66,30.69,79.90,1,-1,-1,-1
14,3,332.99,198.60,34.09,89.17,1,-1,-1,-1
15,1,505.78,235.23,39.28,86.27,1,-1,-1,-1
15,2,449.64,171.23,30.37,78.04,1,-1,-1,-1
15,3,337.25,197.66,34.15,89.11,1,-1,-1,-1
15,4,731.36,288.69,24.37,118.33,1,-1,-1,-1
16,1,495.93,234.30,39.11,88.11,1,-1,-1,-1
16,2,445.08,170.15,30.98,78.67,1,-1,-1,-1
16,3,342.37,197.37,34.61,89.74,1,-1,-1,-1
16,4,728.84,286.43,24.87,115.05,1,-1,-1,-1
17,1,485.52,234.63,39.31,87.47,1,-1,-1,-1
17,2,442.41,171.70,30.12,76.91,1,-1,-1,-1
17,3,346.53,196.00,33.85,87.33,1,-1,-1,-1
17,4,725.63,282.35,25.80,113.60,1,-1,-1,-1
18,1,476.38,235.43,38.69,85.22,1,-1,-1,-1
18,2,434.01,170.24,30.92,79.59,1,-1,-1,-1
18,3,355.21,195.54,32.84,83.74,1,-1,-1,-1
18,4,714.72,276.92,27.39,114.35,1,-1,-1,-1
19,1,464.66,233.75,38.53,86.37,1,-1,-1,-1
19,2,435.25,171.65,22.77,56.97,1,-1,-1,-1
19,3,362.02,192.06,34.26,84.42,1,-1,-1,-1
19,4,707.10,274.40,28.74,114.57,1,-1,-1,-1
20,1,455.87,230.49,38.08,87.46,1,-1,-1,-1
20,2,431.44,172.47,21.81,54.57,1,-1,-1,-1
20,3,364.77,191.51,34.55,84.02,1,-1,-1,-1
20,4,702.53,274.30,28.34,109.22,1,-1,-1,-1
21,1,445.09,231.25,37.77,85.89,1,-1,-1,-1
21,3,367.64,190.69,34.48,83.22,1,-1,-1,-1
21,4,693.09,271.07,28.45,107.12,1,-1,-1,-1
22,1,435.25,230.24,36.72,85.28,1,-1,-1,-1
22,3,367.55,189.78,34.33,82.93,1,-1,-1,-1
22,4,686.58,270.02,28.95,107.03,1,-1,-1,-1
22,5,727.85,269.98,21.94,99.44,1,-1,-1,-1
23,1,428.49,230.55,34.64,82.40,1,-1,-1,-1
23,3,367.52,188.16,34.54,82.84,1,-1,-1,-1
23,4,679.66,269.08,29.86,107.00,1,-1,-1,-1
23,5,721.27,268.45,23.06,100.31,1,-1,-1,-1
24,1,412.18,199.11,45.58,108.88,1,-1,-1,-1
24,3,369.13,186.94,34.34,83.49,1,-1,-1,-1
24,4,671.32,264.16,30.78,108.32,1,-1,-1,-1
24,5,712.83,267.35,23.56,98.54,1,-1,-1,-1
25,1,404.93,190.82,47.89,114.83,1,-1,-1,-1
25,3,370.59,186.53,33.59,83.08,1,-1,-1,-1
25,4,664.35,261.09,31.29,107.49,1,-1,-1,-1
25,5,703.01,259.42,25.27,102.81,1,-1,-1,-1
26,1,399.53,185.51,49.07,117.94,1,-1,-1,-1
26,3,372.06,186.43,33.15,83.60,1,-1,-1,-1
26,4,657.56,258.73,31.64,106.50,1,-1,-1,-1
26,5,696.62,257.38,25.97,101.64,1,-1,-1,-1
27,1,396.52,185.42,48.19,117.19,1,-1,-1,-1
27,3,372.95,185.78,32.73,83.80,1,-1,-1,-1
27,4,654.01,258.63,31.60,104.13,1,-1,-1,-1
27,5,692.05,256.11,27.12,101.86,1,-1,-1,-1
28,1,392.58,183.65,47.67,116.12,1,-1,-1,-1
28,3,373.93,186.89,31.04,81.24,1,-1,-1,-1
28,4,647.43,257.38,32.58,103.25,1,-1,-1,-1
28,5,687.27,253.75,28.82,103.96,1,-1,-1,-1
28,6,385.09,178.19,29.05,89.04,1,-1,-1,-1
29,1,389.88,181.82,47.20,117.54,1,-1,-1,-1
29,3,374.58,184.02,30.87,81.62,1,-1,-1,-1
29,4,643.24,256.34,33.52,104.28,1,-1,-1,-1
29,5,679.19,249.66,29.19,103.41,1,-1,-1,-1
29,6,383.02,178.67,29.65,90.89,1,-1,-1,-1
30,1,389.63,179.94,46.57,118.67,1,-1,-1,-1
30,3,374.45,182.99,30.73,81.76,1,-1,-1,-1
30,4,633.36,254.05,33.68,102.68,1,-1,-1,-1
30,5,673.22,246.23,28.95,102.52,1,-1,-1,-1
30,6,381.41,179.03,28.38,87.21,1,-1,-1,-1
31,1,392.18,186.45,42.88,109.97,1,-1,-1,-1
31,3,376.61,181.96,30.63,81.50,1,-1,-1,-1
31,4,628.27,250.61,34.28,103.42,1,-1,-1,-1
31,5,667.45,246.41,28.40,98.85,1,-1,-1,-1
31,6,380.73,179.85,28.52,86.60,1,-1,-1,-1
32,1,394.84,189.28,41.10,105.70,1,-1,-1,-1
32,4,621.28,247.42,35.17,104.37,1,-1,-1,-1
32,5,660.41,248.65,28.40,94.77,1,-1,-1,-1
32,6,379.84,179.43,28.58,85.70,1,-1,-1,-1
33,1,399.41,191.08,39.07,100.75,1,-1,-1,-1
33,3,374.31,178.29,29.84,82.69,1,-1,-1,-1
33,4,615.21,245.65,36.19,106.06,1,-1,-1,-1
33,5,653.35,244.16,29.72,97.37,1,-1,-1,-1
33,6,379.88,179.94,28.01,84.67,1,-1,-1,-1
34,1,401.70,191.16,37.64,98.22,1,-1,-1,-1
34,3,374.84,178.39,28.00,80.15,1,-1,-1,-1
34,4,610.19,243.09,36.55,106.70,1,-1,-1,-1
34,5,645.82,241.94,29.20,95.65,1,-1,-1,-1
34,6,382.74,180.78,26.99,82.25,1,-1,-1,-1
35,1,400.36,185.86,36.41,95.27,1,-1,-1,-1
35,3,375.81,177.78,27.08,80.61,1,-1,-1,-1
35,4,608.47,241.56,36.08,104.31,1,-1,-1,-1
35,5,640.30,240.54,29.54,96.36,1,-1,-1,-1
35,6,384.97,181.08,25.76,79.98,1,-1,-1,-1
36,1,403.84,187.36,35.82,94.20,1,-1,-1,-1
36,3,375.26,178.25,25.82,78.79,1,-1,-1,-1
36,4,605.07,239.75,35.31,101.39,1,-1,-1,-1
36,5,634.53,240.77,29.58,94.65,1,-1,-1,-1
36,6,385.57,181.16,25.12,79.16,1,-1,-1,-1
37,1,410.97,192.02,34.23,87.78,1,-1,-1,-1
37,3,374.29,177.80,25.44,78.12,1,-1,-1,-1
37,4,596.42,239.85,34.82,97.63,1,-1,-1,-1
37,5,627.17,238.28,31.16,97.37,1,-1,-1,-1
37,6,388.35,181.18,25.22,79.56,1,-1,-1,-1
38,1,409.65,191.31,33.67,86.35,1,-1,-1,-1
38,3,374.61,177.00,25.88,79.89,1,-1,-1,-1
38,4,593.92,239.31,35.06,96.26,1,-1,-1,-1
38,5,620.27,234.78,31.88,99.04,1,-1,-1,-1
