1,-1,639,238,45,86,0.995809,-1,-1,-1
1,-1,502,154,29,78,0.992022,-1,-1,-1
1,-1,253,217,30,91,0.990975,-1,-1,-1
1,-1,590,121,20,26,0.336853,-1,-1,-1
2,-1,259,216,41,90,0.998277,-1,-1,-1
2,-1,635,239,46,84,0.993363,-1,-1,-1
2,-1,501,156,30,78,0.99336,-1,-1,-1
2,-1,591,121,19,25,0.331656,-1,-1,-1
3,-1,259,216,47,90,0.998582,-1,-1,-1
3,-1,499,157,35,79,0.996377,-1,-1,-1
3,-1,631,240,40,83,0.984597,-1,-1,-1
3,-1,591,120,20,26,0.230619,-1,-1,-1
4,-1,495,157,29,80,0.994111,-1,-1,-1
4,-1,273,214,35,86,0.992519,-1,-1,-1
4,-1,616,239,33,85,0.991248,-1,-1,-1
5,-1,494,160,25,78,0.995909,-1,-1,-1
5,-1,280,211,35,89,0.99478,-1,-1,-1
5,-1,600,239,45,84,0.992537,-1,-1,-1
5,-1,591,121,19,25,0.2423,-1,-1,-1
6,-1,594,240,47,84,0.996549,-1,-1,-1
6,-1,489,161,28,78,0.996537,-1,-1,-1
6,-1,280,207,41,92,0.995678,-1,-1,-1
7,-1,285,211,43,88,0.997285,-1,-1,-1
7,-1,488,162,29,76,0.995663,-1,-1,-1
7,-1,595,238,33,86,0.988033,-1,-1,-1
8,-1,293,212,40,85,0.997484,-1,-1,-1
8,-1,486,161,31,78,0.994453,-1,-1,-1
8,-1,588,237,24,86,0.987528,-1,-1,-1
9,-1,302,210,30,86,0.995049,-1,-1,-1
9,-1,480,162,28,77,0.993852,-1,-1,-1
9,-1,575,237,32,89,0.993018,-1,-1,-1
10,-1,557,238,49,87,0.997773,-1,-1,-1
10,-1,309,208,28,86,0.993345,-1,-1,-1
10,-1,474,162,34,79,0.993215,-1,-1,-1
10,-1,291,183,18,28,0.416538,-1,-1,-1
11,-1,318,205,40,86,0.996853,-1,-1,-1
11,-1,464,166,41,80,0.994886,-1,-1,-1
11,-1,553,238,30,87,0.982382,-1,-1,-1
11,-1,749,310,18,96,0.819025,-1,-1,-1
11,-1,46,3,720,393,0.261397,-1,-1,-1
12,-1,319,204,41,86,0.997247,-1,-1,-1
12,-1,548,236,25,89,0.991796,-1,-1,-1
12,-1,464,166,35,78,0.991735,-1,-1,-1
12,-1,740,301,27,107,0.980499,-1,-1,-1
13,-1,323,203,38,86,0.996536,-1,-1,-1
13,-1,530,236,38,86,0.995589,-1,-1,-1
13,-1,463,167,28,80,0.986752,-1,-1,-1
13,-1,737,293,31,114,0.960916,-1,-1,-1
13,-1,43,0,714,390,0.311497,-1,-1,-1
14,-1,726,292,42,115,0.995636,-1,-1,-1
14,-1,333,197,35,91,0.994542,-1,-1,-1
14,-1,455,169,27,80,0.989183,-1,-1,-1
14,-1,513,236,47,89,0.964631,-1,-1,-1
